osm-id	version	latitudine	longitudine	road	house-number	suburb	district	city	county	state	post-code	country	cc	continent	amenity	brand	car	cu-code	cu-recharge	cu-state	elapsed-time	enel-name	enel-post-code	name	region	serial-number	usage-level	zona
		44.498974	11.344902	Via Augusto Righi				Bologna			40126	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000573	FINISHED	MAINTENANCE	0	Righi	0	ENEL_00000573	Emilia Romagna	N.11EP21T2301C000054	0	Bologna
4295718003	7	44.048702	12.602251	Piazzale Gondar				Rimini			47920	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000572	FINISHED	ACTIVE	0	Piazzale Gondar	47922	ENEL_00000572	Emilia Romagna	N.13EP22T5311F000010	0	Rimini
		44.064533	12.571911	Piazzale Cesare Battisti				Rimini			47921	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000595	FINISHED	INSTALLED	0	Battisti 2	47900	ENEL_00000595	Emilia Romagna	N.12EP21T2301H000045	0	Rimini
		43.728657	10.389432	via Pietrasantina				Pisa			56100	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000034	FINISHED	MAINTENANCE	0	via Pietrasantina	0	ENEL_00000034	Tuscany	N.10EP21T2302A000038	0	Pisa
4295718004	7	43.71605	10.39516	Piazza Solferino				Pisa			56125	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000205	FINISHED	ACTIVE	0	Piazza Solferino	56126	ENEL_00000205	Tuscany	N.10EP21T2302A000043	0	Pisa
4295718005	7	44.700424	10.635086	Piazza Popol Giust				Reggio nell'Emilia			42124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000438	FINISHED	ACTIVE	0	PiazzaGiust	42124	ENEL_00000438	Emilia Romagna	N.11EP21T2302E000229	0	Reggio Emilia
4295718386	6	41.1114	16.88296	Via Giovanni Amendola				Bari			70126	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000579	FINISHED	ACTIVE	0	Bari 008	70126	ENEL_00000579	Puglia	N.13EP21T2301H000002	0	Bari
4295718006	7	43.0991	12.384	via Ruggia				Perugia			6126	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000335	FINISHED	ACTIVE	0	Ruggia	6124	ENEL_00000335	Umbria	N.10EP21T2302A000030	0	Perugia
4295718007	7	41.93037	12.463533	Piazza Mancini				Roma			196	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000231	FINISHED	ACTIVE	0	Mancini 1	196	ENEL_00000231	Lazio	N.11CP21T2B02C000091	0	Rome
	4	44.50946	11.36249	Viale Aldo Moro				Bologna			40127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000371	FINISHED	MAINTENANCE	0	Aldo Moro	40127	ENEL_00000371	Emilia Romagna	N.11EP21T2301C000030	0	Bologna
4295718008	7	44.04856	12.57657	Via Flaminia Conca				Rimini			47924	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000366	FINISHED	ACTIVE	0	Flaminia Conca 1	47921	ENEL_00000366	Emilia Romagna	N.11EP21T2302E000238	0	Rimini
4295718009	7	41.806927	12.432505	Piazzale Cina				Roma			127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000058	FINISHED	ACTIVE	0	Piazzale Cina	0	ENEL_00000058	Lazio	N.10CP21T2B02A000049	0	Rome
		41.91016	12.475154	Via Principessa Clotilde				Roma			196	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000153	FINISHED	MAINTENANCE	0	Via Principessa Clotilde 5	196	ENEL_00000153	Lazio	N.11CP21T2B02C000083	0	Rome
4295718010	7	41.903652	12.489825	Via Barberini				Roma			187	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000320	ACTIVE	ACTIVE	6074778	Barberini 2	0	ENEL_00000320	Lazio	N.11CP21T2B02C000106	0	Rome
4295718011	7	42.96758	12.2721	Vocabolo Maroneto				Marsciano				Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000453	FINISHED	ACTIVE	0	Mercatello 1	6072	ENEL_00000453	Umbria	N.11EP21T2301C000039	0	Perugia
4295718012	7	43.1129	12.3905	Piazza Piccinino				Perugia			6100	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000495	FINISHED	ACTIVE	0	Piccinino	6122	ENEL_00000495	Umbria	N.11EP21T2301C000001	0	Perugia
4295718013	7	44.40388	8.94414	Via Brigata Liguria				Genova			16129	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000509	FINISHED	ACTIVE	0	AEEG242 4 Brigate Liguria	16100	ENEL_00000509	Liguria	N.12EP21T2301H000035	0	Genova
4295718014	7	44.50413	11.34315	Via Cesare Boldrini				Bologna			40121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000488	FINISHED	ACTIVE	0	Boldrini2	40121	ENEL_00000488	Emilia Romagna	N.11EP21T2301C000052	0	Bologna
		41.906487	12.456733	Piazza del Risorgimento				Roma			193	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000525	FINISHED	MAINTENANCE	0	Risorgimento	0	ENEL_00000525	Lazio	N.10CP21T2B02B000074	0	Rome
		41.896076	12.483102	Piazza della Madonna di Loreto				Roma			188	Italia	IT	European Union	charging_station	Enel	yes	EnEnergia_00000008	FINISHED	INSTALLED	0	Municipio I	187	EnEnergia_00000008	Lazio	N.10CP21T2B02A000050	0	Rome
4295718015	7	43.72869	10.38942	via Pietrasantina				Pisa			56100	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000063	FINISHED	ACTIVE	0	via Pietrasantina	0	ENEL_00000063	Tuscany	N.10EP21T2302A000031	0	Pisa
4295718016	7	41.91587	12.45361	Piazzale Clodio				Roma			195	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000391	FINISHED	ACTIVE	0	Clodio 1	195	ENEL_00000391	Lazio	N.11CP21T2B02C000125	0	Rome
4295718017	7	44.697266	10.642405	Piazzale Marconi				Reggio nell'Emilia			42122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000347	FINISHED	ACTIVE	0	Marconi2	0	ENEL_00000347	Emilia Romagna	N.11EP21T2302E000218	0	Reggio Emilia
4295718018	7	44.70495	10.633529	Via Alberto Pansa				Reggio nell'Emilia			42124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000428	FINISHED	ACTIVE	0	PE Reggio Emilia	42124	ENEL_00000428	Emilia Romagna	N.11EP21T2301C000050	0	Reggio Emilia
		44.4071	8.932628	Piazza Matteotti				Genova			16124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000512	FINISHED	PLANNED	0	AEEG242 7 Matteotti	0	ENEL_00000512	Liguria		0	Genova
4295718019	7	43.705215	10.401302	Piazza Giusti				Pisa			56125	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000543	FINISHED	ACTIVE	0	Giusti	0	ENEL_00000543	Tuscany	N.10EP21T2302A000034	0	Pisa
4295718020	7	41.12916	16.86377	Corso De Tullio				Bari			70123	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000598	FINISHED	ACTIVE	0	De Tullio bis	70122	ENEL_00000598	Puglia	N.13EP21T2301H000008	0	Bari
4295718021	7	41.13361	16.84186	Viale Vittorio Emanuele Orlando				Bari			70123	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000586	FINISHED	ACTIVE	0	1 AQP	70123	ENEL_00000586	Puglia	N.13EP21T2301H000007	0	Bari
		41.897022	12.483043	Via Cesare Battisti				Roma			187	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000305	FINISHED	INSTALLED	0	Cesare Battisti 1	187	ENEL_00000305	Lazio	N.11CP21T2B01C000006	0	Rome
4295718022	7	43.720898	10.3892355	via Diotisalvi				Pisa			56100	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000026	FINISHED	ACTIVE	0	via Diotisalvi 2	0	ENEL_00000026	Tuscany	N.10EP21T2302A000036	0	Pisa
4295718023	7	44.40241	8.94932	Piazza Paolo da Novi				Genova			16129	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000514	FINISHED	ACTIVE	0	AEEG242 9 Paolo da Novi	0	ENEL_00000514	Liguria	N.12EP21T2301H000036	0	Genova
		41.945564	12.553284	Via Ugo Ojetti				Roma			137	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000474	FINISHED	MAINTENANCE	0	Ojetti 1	137	ENEL_00000474	Lazio	N.10CP21T2B02B000067	0	Rome
		44.05523	12.59522	Lungomare Spadazzi				Rimini			47920	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000575	FINISHED	INSTALLED	0	Lungomare Spadazzi	47921	ENEL_00000575	Emilia Romagna	N.13EP22T5311F000006	0	Rimini
4295718024	7	44.371944	11.703333	Via Carlo Casalegno				Imola			40026	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000009	FINISHED	ACTIVE	0	Casalegno	40026	HERA_00000009	Emilia Romagna	N.11ZP21T2B01C000035	0	Bologna
4295718025	7	41.918346	12.511876	Viale Pola				Roma			198	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000155	FINISHED	ACTIVE	0	Via Pola 25	0	ENEL_00000155	Lazio	N.11CP21T2B02C000090	0	Rome
4295718026	7	41.910816	12.499319	Corso d?Italia				Roma			139	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000406	FINISHED	ACTIVE	0	Car Sharing - Italia 2	198	ENEL_00000406	Lazio	N.11CP21T2B02C000082	0	Rome
		44.4071	8.932628	Piazza Matteotti				Genova			16124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000518	FINISHED	PLANNED	0	Car Sharing 13 Matteotti	0	ENEL_00000518	Liguria		0	Genova
4295718027	7	44.49641	11.35549	Via San Giacomo				Bologna			40126	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000530	FINISHED	ACTIVE	0	San Giacomo	40126	ENEL_00000530	Emilia Romagna	N.12EP21T2301H000020	0	Bologna
4295718028	7	43.674816	10.401302	Via del Nugolaio				Cascina			56121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000542	FINISHED	ACTIVE	0	Nugolaio	56021	ENEL_00000542	Tuscany	N.12EP21T2301H000038	0	Pisa
4295718029	7	41.11286	16.89879	Viale Japigia				Bari			70126	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000578	FINISHED	ACTIVE	0	BARI 07	70126	ENEL_00000578	Puglia	N.12EP21T2301H000031	0	Bari
4295718030	7	45.43536	12.30536	Rampa San Basilio				Venezia			30123	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000350	FINISHED	ACTIVE	0	banchina_marmi_fabbricato123	30135	ENEL_00000350	Veneto	N.11EP21T2301C000023	0	Venice
4295718031	7	43.71225	10.42127	Via P. Nenni				Pisa			56127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000084	FINISHED	ACTIVE	0	Via P. Nenni	0	ENEL_00000084	Tuscany	N.10EP21T2302A000015	0	Pisa
4295718032	7	44.351944	11.71	Piazza Alessandro Bianconcini				Imola			40026	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000006	FINISHED	ACTIVE	0	Piazza Alessandro Bianconcini 6	40026	HERA_00000006	Emilia Romagna	N.11ZP21T2B01C000012	0	Bologna
4295718033	7	43.72438	10.41055	Via Alberto Paparelli				Pisa			56127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000105	FINISHED	ACTIVE	0	sostituisce paparelli 11	0	ENEL_00000105	Tuscany	N.10EP21T2302A000023	0	Pisa
4295718034	7	43.11	12.358	Località Pian di Massiano				Perugia			6125	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000497	FINISHED	ACTIVE	0	PALAEVANGELISTI	0	ENEL_00000497	Umbria	N.11EP21T2301C000003	0	Perugia
4295718035	7	41.881386	12.561578	Via dei Platani				Roma			177	Italia	IT	European Union	charging_station	Enel	yes	EnEnergia_00000001	FINISHED	ACTIVE	0	Europe Ass	0	EnEnergia_00000001	Lazio	N.12ZP21T2B01C000005	0	Rome
4295718036	7	41.91585	12.453513	Piazzale Clodio				Roma			195	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000392	FINISHED	ACTIVE	0	Clodio 2	195	ENEL_00000392	Lazio	N.11CP21T2B02C000126	0	Rome
4295718037	7	44.70592	10.62578	Viale Regina Elena				Reggio nell'Emilia			42124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000348	FINISHED	ACTIVE	0	Regina Elena 2	42124	ENEL_00000348	Emilia Romagna	N.11EP21T2302E000220	0	Reggio Emilia
4295718038	7	43.627262	10.291106	Piazza Belvedere				Pisa				Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000278	FINISHED	ACTIVE	0	Belvedere	56128	ENEL_00000278	Tuscany	N.11EP21T2302C000176	0	Pisa
4295718039	7	41.848637	12.597563	Via Bernardino Alimena				Roma			173	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000287	FINISHED	ACTIVE	0	Alimena 2	0	ENEL_00000287	Lazio	N.11CP21T2B02C000104	0	Rome
4295718040	7	44.49186	11.33006	Via Ugo Foscolo				Bologna			40123	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000533	FINISHED	ACTIVE	0	Foscolo	0	ENEL_00000533	Emilia Romagna	N.12EP21T2301H000021	0	Bologna
4295718041	7	41.85371	12.568502	Piazza di Cinecittà				Roma			173	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000235	FINISHED	ACTIVE	0	Cinecittà 2	0	ENEL_00000235	Lazio	N.11CP21T2B02C000094	0	Rome
4295718042	7	43.08138	12.368503	Via Chiusi				Perugia			6126	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000416	FINISHED	ACTIVE	0	Chiusi	6129	ENEL_00000416	Umbria	N.10EP21T2302A000009	0	Perugia
4295718043	7	41.82617	12.478307	Viale dell'Aeronautica				Roma			144	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000107	ACTIVE	ACTIVE	53254790	Viale dell'Aeronautica 106-126	0	ENEL_00000107	Lazio	N.10CP21T2B02A000055	0	Rome
4295718044	7	41.904163	12.485597	Via Francesco Crispi				Roma			187	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000293	ACTIVE	ACTIVE	4341801	Crispi 2	0	ENEL_00000293	Lazio	N.11CP21T2B02C000109	0	Rome
		44.416023	8.919061	Via Fanti d'Italia				Genova			16134	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000520	FINISHED	PLANNED	0	Car Sharing 15 Fanti d'Italia	0	ENEL_00000520	Liguria		0	Genova
4295718045	7	44.682514	10.663439	Via Alberto Ferioli				Reggio nell'Emilia			42122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000565	FINISHED	ACTIVE	0	Ferioli	42122	ENEL_00000565	Emilia Romagna	N.11EP21T2302E000222	0	Reggio Emilia
4295718046	7	44.063026	12.586873	Via  Le Notti di Cabiria				Rimini			47924	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000570	FINISHED	ACTIVE	0	Cabiria monte	47921	ENEL_00000570	Emilia Romagna	N.13EP22T5311F000007	0	Rimini
		41.83689	12.463253	Viale Egeo				Roma			144	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000122	FINISHED	MAINTENANCE	0	Viale Egeo	0	ENEL_00000122	Lazio	N.10CP21T2B02A000062	0	Rome
		41.81606	12.41205	Viale Salvatore Rebecchini				Roma			127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000306	FINISHED	MAINTENANCE	0	rebecchini2	148	ENEL_00000306	Lazio	N.11CP21T2B01C000007	0	Rome
4295718047	7	44.048546	12.5765705	Via Flaminia Conca				Rimini			47924	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000414	FINISHED	ACTIVE	0	Flaminia Conca 2	47921	ENEL_00000414	Emilia Romagna	N.11EP21T2302E000199	0	Rimini
		44.50185	11.353	Piazza di Porta Mascarella				Bologna			40126	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000462	FINISHED	MAINTENANCE	0	BO-Mascarella	0	ENEL_00000462	Emilia Romagna	N.11EP21T2301C000053	0	Bologna
4295718048	7	41.92323	12.50692	Piazza Verbano				Roma			198	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000544	FINISHED	ACTIVE	0	verbano	199	ENEL_00000544	Lazio	N.11CP21T2B02C000085	0	Rome
		43.6735	10.28902	Largo Belvedere (frazione Tirrenia)				Pisa				Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000600	FINISHED	INSTALLED	0	Belvedere	0	ENEL_00000600	Tuscany	N.10EP21T2302A000006	0	Pisa
4295718049	7	43.09132	12.43698	via Nino Bixio				Perugia			6154	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000255	FINISHED	ACTIVE	0	bixio2	6135	ENEL_00000255	Umbria	N.11EP21T2302C000167	0	Perugia
4295718050	7	44.50416	11.34293	Via Cesare Boldrini				Bologna			40121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000487	FINISHED	ACTIVE	0	Boldrini1	40121	ENEL_00000487	Emilia Romagna	N.11EP21T2301C000028	0	Bologna
		43.71397	10.40981	Piazza San Silvestro				Pisa			56127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000080	FINISHED	MAINTENANCE	0	Piazza San Silvestro	0	ENEL_00000080	Tuscany	N.10EP21T2302A000018	0	Pisa
4295718051	7	41.837116	12.46338	Viale Egeo				Roma			144	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000123	FINISHED	ACTIVE	0	Viale Egeo	0	ENEL_00000123	Lazio	N.10CP21T2B02B000063	0	Rome
		44.414474	8.9336	Piazza Villa Goffredo				Genova			16124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000521	FINISHED	PLANNED	0	Car Sharing 16 Villa	0	ENEL_00000521	Liguria		0	Genova
4295718052	7	41.09651	16.86748	Via Giulio Petroni				Bari			70124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000603	FINISHED	ACTIVE	0	Petroni	70122	ENEL_00000603	Puglia	N.13EP21T2301H000016	0	Bari
4295718053	7	43.70763	10.43242	Via Puglia				Pisa			56124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000361	FINISHED	ACTIVE	0	Puglia 1	56124	ENEL_00000361	Tuscany	N.11EP21T2301C000025	0	Pisa
4295718054	7	44.697285	10.632289	via Nobili				Reggio nell'Emilia			42124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000437	FINISHED	ACTIVE	0	Nobili	42121	ENEL_00000437	Emilia Romagna	N.11EP21T2302E000221	0	Reggio Emilia
4295718055	7	43.09376	12.50322	Strada Traversa				Perugia				Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000609	FINISHED	ACTIVE	0	Aeroporto S. Egidio	6134	ENEL_00000609	Umbria	N.13EP22T5311F000004	0	Perugia
4295718056	7	44.50262	11.33997	Piazza dei Martiri 1943-1945				Bologna			40121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000526	FINISHED	ACTIVE	0	Martiri	40121	ENEL_00000526	Emilia Romagna	N.12EP21T2301H000019	0	Bologna
4295718057	7	44.63456	10.930538	Piazza Manzoni				Modena			41122	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000019	FINISHED	ACTIVE	0	Manzoni	41124	HERA_00000019	Emilia Romagna	N.11ZP21T2B01C000023	0	Modena
4295718058	7	41.903652	12.489825	Via Barberini				Roma			187	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000103	ACTIVE	ACTIVE	6973780	Via Barberini 1-3	0	ENEL_00000103	Lazio	N.10CP21T2B02B000068	0	Rome
		44.48448	11.37577	Via Pietro Mainoldi				Bologna			40139	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000467	FINISHED	MAINTENANCE	0	BO-MAINOLDI	40139	ENEL_00000467	Emilia Romagna	N.11EP21T2301C000056	0	Bologna
		44.69507	10.637512	Via Giorgione				Reggio nell'Emilia			42122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000527	FINISHED	MAINTENANCE	0	Giorgione	42124	ENEL_00000527	Emilia Romagna	N.11EP21T2302E000215	0	Reggio Emilia
4295718059	7	41.13525	16.84379	Corso Vittorio Veneto				Bari			70123	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000592	FINISHED	ACTIVE	0	1 Fiera Levante	70123	ENEL_00000592	Puglia	N.13EP21T2301H000009	0	Bari
4295718060	7	41.933037	12.511821	Piazza Vescovio				Roma			198	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000226	FINISHED	ACTIVE	0	Vescovio	0	ENEL_00000226	Lazio	N.11CP21T2B02C000114	0	Rome
4295718061	7	41.85751	12.49703	Via Marco e Marcelliano				Roma			147	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000294	FINISHED	ACTIVE	0	Elio Rufino 1	147	ENEL_00000294	Lazio	N.11CP21T2B02C000115	0	Rome
4295718385	6	44.41071	8.90642	Via di Francia				Genova			16134	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000610	FINISHED	ACTIVE	0	Francia	16149	ENEL_00000610	Liguria	N.12EP21T2301H000004	0	Genova
		41.90547	12.51493	Viale dell'Università				Roma			161	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000612	FINISHED	INSTALLED	0	Università 2	185	ENEL_00000612	Lazio	N.13CP21T2B01H000014	0	Rome
		41.905464	12.514915	Viale dell'Università				Roma			161	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000611	FINISHED	INSTALLED	0	Università 1	185	ENEL_00000611	Lazio	N.13CP21T2B01H000013	0	Rome
